artist,chart_position,country,production_house,title,week,weeks_on_chart
DERMOT KENNEDY,8,UK,ISLAND,OUTNUMBERED,41,17
DOMINIC FIKE,9,UK,COLUMBIA,3 NIGHTS,41,23
YOUNG T & BUGSEY FT AITCH,10,UK,BLACK BUTTER,STRIKE A POSE,41,18
JORJA SMITH FT BURNA BOY,11,UK,FAMM,BE HONEST,41,8
SAM SMITH,12,UK,CAPITOL,HOW DO YOU SLEEP,41,12
SAM FELDT FT RANI,13,UK,SPINNIN',POST MALONE,41,14
JORJA SMITH FT BURNA BOY,9,UK,FAMM,BE HONEST,43,10
MAROON 5,10,UK,INTERSCOPE,MEMORIES,43,5
HARRY STYLES,11,UK,COLUMBIA,LIGHTS UP,43,2
RITON & OLIVER HELDENS FT VULA,12,UK,MINISTRY OF SOUND,TURN ME ON,43,6
SAM FELDT FT RANI,13,UK,SPINNIN',POST MALONE,43,16
DAVE,14,UK,WARNER RECORDS,PROFESSOR X,43,6
MEDUZA/BECKY HILL/GOODBOYS,15,UK,POLYDOR,LOSE CONTROL,43,2
LEWIS CAPALDI,23,UK,EMI,SOMEONE YOU LOVED,44,44
CAMILA CABELLO,24,UK,EPIC/SYCO MUSIC,LIAR,44,8
BLACKBEAR,25,UK,INTERSCOPE,HOT GIRL BUMMER,44,6
SELENA GOMEZ,26,UK,INTERSCOPE,LOOK AT HER NOW,44,1
COLDPLAY,27,UK,PARLOPHONE,ORPHANS,44,1
ED SHEERAN FT STORMZY,28,UK,ASYLUM,TAKE ME BACK TO LONDON,44,14
DAN & SHAY FT JUSTIN BIEBER,29,UK,DEF JAM/WARNER RECORDS,10000 HOURS,44,4
JAX JONES FT ELLA HENDERSON,30,UK,POLYDOR,THIS IS REAL,44,6
KYGO & WHITNEY HOUSTON,31,UK,COLUMBIA/KYGO,HIGHER LOVE,44,18
JOEL CORRY,32,UK,PERFECT HAVOC,SORRY,44,17
SUMMER WALKER,33,UK,INTERSCOPE,PLAYING GAMES,44,6
DAN & SHAY FT JUSTIN BIEBER,35,UK,DEF JAM/WARNER RECORDS,10000 HOURS,46,6
ENDOR,36,UK,DEFECTED,PUMP IT UP,46,5
KREPT & KONAN/D-BLOCK/HUSSLE,37,UK,VIRGIN,TELL ME,46,2
ED SHEERAN FT STORMZY,38,UK,ASYLUM,TAKE ME BACK TO LONDON,46,16
AJ TRACEY FT MOSTACK & NOT3S,39,UK,AJ TRACEY,FLOSS,46,3
TOM WALKER,40,UK,RELENTLESS,BETTER HALF OF ME,46,3
KYGO & WHITNEY HOUSTON,41,UK,COLUMBIA/KYGO,HIGHER LOVE,46,20
KREPT & KONAN/WIZKID,42,UK,VIRGIN,G LOVE,46,4
COLDPLAY,43,UK,PARLOPHONE,ORPHANS,46,3
SIGALA FT ELLA HENDERSON,44,UK,MINISTRY OF SOUND,WE GOT LOVE,46,2
SUMMER WALKER,45,UK,INTERSCOPE,PLAYING GAMES,46,8
M HUNCHO FT NAFE SMALLZ,46,UK,ISLAND,THUMB,46,2
TONES & I,1,UK,PARLOPHONE,DANCE MONKEY,48,17
LIL TECCA,14,UK,GALACTIC,RANSOM,41,17
ED SHEERAN FT STORMZY,15,UK,ASYLUM,TAKE ME BACK TO LONDON,41,11
LEWIS CAPALDI,16,UK,EMI,BRUISES,41,19
HEADIE ONE,17,UK,RELENTLESS,BOTH,41,8
DAVE,18,UK,WARNER RECORDS,PROFESSOR X,41,4
DAN & SHAY FT JUSTIN BIEBER,19,UK,DEF JAM/WARNER RECORDS,10000 HOURS,41,1
AITCH FT ZIEZIE,20,UK,SINCE 93,BUSS DOWN,41,5
TIESTO & MABEL,16,UK,POLYDOR,GOD IS A DANCER,43,5
DAN & SHAY FT JUSTIN BIEBER,17,UK,DEF JAM/WARNER RECORDS,10000 HOURS,43,3
LIZZO,18,UK,ATLANTIC,GOOD AS HELL,43,13
ED SHEERAN FT STORMZY,19,UK,ASYLUM,TAKE ME BACK TO LONDON,43,13
LEWIS CAPALDI,20,UK,EMI,SOMEONE YOU LOVED,43,43
CAMILA CABELLO,21,UK,EPIC/SYCO MUSIC,LIAR,43,7
JOEL CORRY,22,UK,PERFECT HAVOC,SORRY,43,16
KYGO & WHITNEY HOUSTON,23,UK,COLUMBIA/KYGO,HIGHER LOVE,43,17
SUMMER WALKER,24,UK,INTERSCOPE,PLAYING GAMES,43,5
AJ TRACEY,25,UK,AJ TRACEY,LADBROKE GROVE,43,34
NIALL HORAN,34,UK,CAPITOL,NICE TO MEET YA,44,4
AJ TRACEY,35,UK,AJ TRACEY,LADBROKE GROVE,44,35
SHAWN MENDES/CAMILA CABELLO,36,UK,EMI/SYCO MUSIC,SENORITA,44,19
AITCH,37,UK,SINCE 93,TASTE (MAKE IT SHAKE),44,13
DOMINIC FIKE,38,UK,COLUMBIA,3 NIGHTS,44,26
JOEL CORRY,47,UK,PERFECT HAVOC,SORRY,46,19
AJ TRACEY,48,UK,AJ TRACEY,LADBROKE GROVE,46,37
AJ TRACEY & SKEPTA,49,UK,BOY BETTER KNOW,KISS AND TELL,46,2
HALSEY,50,UK,VIRGIN,GRAVEYARD,46,9
SELENA GOMEZ,51,UK,INTERSCOPE,LOOK AT HER NOW,46,3
SHAED,52,UK,CAROLINE,TRAMPOLINE,46,6
SHAWN MENDES/CAMILA CABELLO,53,UK,EMI/SYCO MUSIC,SENORITA,46,21
LEWIS CAPALDI,2,UK,EMI,BEFORE YOU GO,48,2
STORMZY/ED SHEERAN/BURNA BOY,3,UK,ATLANTIC/MERKY,OWN IT,48,1
DUA LIPA,4,UK,WARNER RECORDS,DON'T START NOW,48,4
BILLIE EILISH,5,UK,INTERSCOPE,EVERYTHING I WANTED,48,2
LEWIS CAPALDI,6,UK,EMI,BRUISES,48,26
GRANDE/CYRUS/LANA DEL REY,21,UK,POLYDOR/RCA/REPUBLIC RECORDS,DON'T CALL ME ANGEL (CHARLIE'S ANGELS),41,4
LIL NAS X,22,UK,LIL NAS X,PANINI,41,16
LEWIS CAPALDI,23,UK,EMI,SOMEONE YOU LOVED,41,41
ED SHEERAN/CABELLO/CARDI B,24,UK,ASYLUM,SOUTH OF THE BORDER,41,2
GRANDE/CYRUS/LANA DEL REY,26,UK,POLYDOR/RCA/REPUBLIC RECORDS,DON'T CALL ME ANGEL (CHARLIE'S ANGELS),43,6
NORMANI,27,UK,KEEP COOL,MOTIVATION,43,10
AITCH,28,UK,SINCE 93,TASTE (MAKE IT SHAKE),43,12
HALSEY,29,UK,VIRGIN,GRAVEYARD,43,6
GRANDE/CYRUS/LANA DEL REY,39,UK,POLYDOR/RCA/REPUBLIC RECORDS,DON'T CALL ME ANGEL (CHARLIE'S ANGELS),44,7
SCRIPT,40,UK,COLUMBIA,THE LAST TIME,44,6
LAUV & ANNE-MARIE,41,UK,LAUV,F**K I'M LONELY,44,13
ED SHEERAN FT KHALID,42,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,44,18
HALSEY,43,UK,VIRGIN,GRAVEYARD,44,7
Y2K & BBNOS,44,UK,COLUMBIA,LALALA,44,18
LIL NAS X,45,UK,LIL NAS X,OLD TOWN ROAD,44,32
ED SHEERAN FT KHALID,54,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,46,20
AITCH,55,UK,SINCE 93,TASTE (MAKE IT SHAKE),46,15
TORY LANEZ & T-PAIN,56,UK,VIRGIN,JERRY SPRUNGER,46,1
NSG,57,UK,NSG,TRUST ISSUES,46,6
JUICE WRLD/YOUNGBOY NEVER,58,UK,INTERSCOPE,BANDIT,46,6
ARIZONA ZERVAS,7,UK,SONY MUSIC,ROXANNE,48,4
MAROON 5,8,UK,INTERSCOPE,MEMORIES,48,10
ED SHEERAN/CABELLO/CARDI B,9,UK,ASYLUM,SOUTH OF THE BORDER,48,9
KSI/RICK ROSS/LIL BABY/S-X,10,UK,BMG,DOWN LIKE THAT,48,3
SELENA GOMEZ,11,UK,INTERSCOPE,LOSE YOU TO LOVE ME,48,6
LIZZO,12,UK,ATLANTIC,GOOD AS HELL,48,18
SUMMER WALKER,25,UK,INTERSCOPE,PLAYING GAMES,41,3
AITCH,26,UK,SINCE 93,TASTE (MAKE IT SHAKE),41,10
CAMILA CABELLO,27,UK,EPIC/SYCO MUSIC,LIAR,41,5
LIZZO,28,UK,ATLANTIC,GOOD AS HELL,41,11
RITON & OLIVER HELDENS FT VULA,29,UK,MINISTRY OF SOUND,TURN ME ON,41,4
BLACKBEAR,30,UK,INTERSCOPE,HOT GIRL BUMMER,43,5
LIZZO,31,UK,ATLANTIC,TRUTH HURTS,43,26
LAUV & ANNE-MARIE,32,UK,LAUV,F**K I'M LONELY,43,12
JAX JONES FT ELLA HENDERSON,33,UK,POLYDOR,THIS IS REAL,43,5
SHAWN MENDES/CAMILA CABELLO,34,UK,EMI/SYCO MUSIC,SENORITA,43,18
DOMINIC FIKE,35,UK,COLUMBIA,3 NIGHTS,43,25
YOUNG T & BUGSEY FT AITCH,36,UK,BLACK BUTTER,STRIKE A POSE,43,20
YOUNG T & BUGSEY FT AITCH,46,UK,BLACK BUTTER,STRIKE A POSE,44,21
KREPT & KONAN/WIZKID,47,UK,VIRGIN,G LOVE,44,2
SAM SMITH,48,UK,CAPITOL,HOW DO YOU SLEEP,44,15
BILLIE EILISH,49,UK,INTERSCOPE,BAD GUY,44,31
POUNDZ,50,UK,DISTURBING LONDON,OPP THOT,44,3
NSG,51,UK,NSG,TRUST ISSUES,44,4
YOUNG THUG FT GUNNA,59,UK,ASYLUM,HOT,46,3
YOUNG T & BUGSEY FT AITCH,60,UK,BLACK BUTTER,STRIKE A POSE,46,23
LIL NAS X,61,UK,LIL NAS X,OLD TOWN ROAD,46,34
SAM SMITH,62,UK,CAPITOL,HOW DO YOU SLEEP,46,17
BILLIE EILISH,63,UK,INTERSCOPE,BAD GUY,46,33
MEDUZA/BECKY HILL/GOODBOYS,13,UK,POLYDOR,LOSE CONTROL,48,7
BLACKBEAR,14,UK,INTERSCOPE,HOT GIRL BUMMER,48,10
HARRY STYLES,15,UK,COLUMBIA,LIGHTS UP,48,7
DIGDAT FT D-BLOCK EUROPE,16,UK,COLUMBIA,NEW DIOR,48,1
RITON & OLIVER HELDENS FT VULA,17,UK,MINISTRY OF SOUND,TURN ME ON,48,11
JAX JONES FT ELLA HENDERSON,18,UK,POLYDOR,THIS IS REAL,48,10
SHAWN MENDES/CAMILA CABELLO,30,UK,EMI/SYCO MUSIC,SENORITA,41,16
NORMANI,31,UK,KEEP COOL,MOTIVATION,41,8
TIESTO & MABEL,32,UK,POLYDOR,GOD IS A DANCER,41,3
LIZZO,33,UK,ATLANTIC,TRUTH HURTS,41,24
ED SHEERAN FT KHALID,34,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,41,15
Y2K & BBNOS,37,UK,COLUMBIA,LALALA,43,17
WALA/MIST/BANGLEZ/STEFFLON,38,UK,CATALYST,47,43,2
ED SHEERAN FT KHALID,39,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,43,17
SCRIPT,40,UK,COLUMBIA,THE LAST TIME,43,5
NIALL HORAN,41,UK,CAPITOL,NICE TO MEET YA,43,3
JUICE WRLD/YOUNGBOY NEVER,42,UK,INTERSCOPE,BANDIT,43,3
LIL TECCA,52,UK,GALACTIC,RANSOM,44,20
JUICE WRLD/YOUNGBOY NEVER,53,UK,INTERSCOPE,BANDIT,44,4
1975,54,UK,DIRTY HIT/POLYDOR,FRAIL STATE OF MIND,44,1
LEWIS CAPALDI,55,UK,EMI,HOLD ME WHILE YOU WAIT,44,26
RAYE,56,UK,POLYDOR,LOVE ME AGAIN,44,9
SUMMER WALKER/USHER,57,UK,INTERSCOPE,COME THRU,44,4
ANT SAUNDERS,64,UK,DISTROKID.COM,YELLOW HEARTS,46,1
DOMINIC FIKE,65,UK,COLUMBIA,3 NIGHTS,46,28
GRANDE/CYRUS/LANA DEL REY,66,UK,POLYDOR/RCA/REPUBLIC RECORDS,DON'T CALL ME ANGEL (CHARLIE'S ANGELS),46,9
HEADIE ONE,67,UK,RELENTLESS,BOTH,46,13
LEWIS CAPALDI,68,UK,EMI,HOLD ME WHILE YOU WAIT,46,28
LIL BABY,69,UK,MOTOWN/QUALITY CONTROL,WOAH,46,1
FREDO,19,UK,SINCE 93,NETFLIX & CHILL,48,3
J HUS,20,UK,BLACK BUTTER,MUST BE,48,3
ENDOR,21,UK,DEFECTED,PUMP IT UP,48,7
DAVE,22,UK,WARNER RECORDS,PROFESSOR X,48,11
TRAVIS SCOTT,23,UK,CACTUS JACK/EPIC/GRAND HUSTLE,HIGHEST IN THE ROOM,48,8
NIALL HORAN,24,UK,CAPITOL,NICE TO MEET YA,48,8
REGARD,25,UK,MINISTRY OF SOUND,RIDE IT,48,15
LAUV & ANNE-MARIE,35,UK,LAUV,F**K I'M LONELY,41,10
Y2K & BBNOS,36,UK,COLUMBIA,LALALA,41,15
D-BLOCK EUROPE FT DAVE,37,UK,D-BLOCK EUROPE,PLAYING FOR KEEPS,41,2
HALSEY,38,UK,VIRGIN,GRAVEYARD,41,4
JAX JONES & BEBE REXHA,39,UK,POLYDOR,HARDER,41,13
LIL TECCA,43,UK,GALACTIC,RANSOM,43,19
ENDOR,58,UK,DEFECTED,PUMP IT UP,44,3
HEADIE ONE,59,UK,RELENTLESS,BOTH,44,11
FRENCH MONTANA/MALONE/CARDI B,60,UK,BAD BOY/EPIC,WRITING ON THE WALL,44,5
LIL TECCA,70,UK,GALACTIC,RANSOM,46,22
SUMMER WALKER/USHER,71,UK,INTERSCOPE,COME THRU,46,6
DAVE FT BURNA BOY,72,UK,DAVE NEIGHBOURHOOD,LOCATION,46,36
STORMZY,73,UK,ATLANTIC/MERKY,WILEY FLOW,46,9
LEWIS CAPALDI,26,UK,EMI,SOMEONE YOU LOVED,48,48
COLDPLAY,27,UK,PARLOPHONE,ORPHANS,48,5
HARRY STYLES,28,UK,COLUMBIA,WATERMELON SUGAR,48,2
STORMZY,40,UK,ATLANTIC/MERKY,WILEY FLOW,41,4
D-BLOCK EUROPE,41,UK,D BLOCK EUROPE,HOME P*SSY,41,13
SAM SMITH,44,UK,CAPITOL,HOW DO YOU SLEEP,43,14
SHAED,61,UK,CAROLINE,TRAMPOLINE,44,4
KATY PERRY,62,UK,VIRGIN,HARLEYS IN HAWAII,44,2
POST MALONE/OSBOURNE/SCOTT,63,UK,EPIC/REPUBLIC RECORDS,TAKE WHAT YOU WANT,44,5
WALA/MIST/BANGLEZ/STEFFLON,64,UK,CATALYST,47,44,3
D-BLOCK EUROPE,65,UK,D-BLOCK EUROPE,OUTSIDE,44,4
STORMZY,66,UK,ATLANTIC/MERKY,WILEY FLOW,44,7
POST MALONE/OSBOURNE/SCOTT,74,UK,EPIC/REPUBLIC RECORDS,TAKE WHAT YOU WANT,46,7
BRING ME THE HORIZON,75,UK,RCA,LUDENS,46,1
SAM SMITH,76,UK,CAPITOL,I FEEL LOVE,46,2
YOUNG T & BUGSEY FT HEADIE ONE,29,UK,BLACK BUTTER,DON'T RUSH,48,3
TIESTO & MABEL,30,UK,POLYDOR,GOD IS A DANCER,48,10
SUMMER WALKER/USHER,42,UK,INTERSCOPE,COME THRU,41,1
POST MALONE/OSBOURNE/SCOTT,43,UK,EPIC/REPUBLIC RECORDS,TAKE WHAT YOU WANT,41,2
D-BLOCK EUROPE FT LIL BABY,44,UK,D-BLOCK EUROPE,NOOKIE,41,4
LEWIS CAPALDI,45,UK,EMI,HOLD ME WHILE YOU WAIT,41,23
LIL NAS X,46,UK,LIL NAS X,OLD TOWN ROAD,41,29
KATY PERRY,45,UK,VIRGIN,HARLEYS IN HAWAII,43,1
NSG,46,UK,NSG,TRUST ISSUES,43,3
HEADIE ONE,47,UK,RELENTLESS,BOTH,43,10
POUNDZ,48,UK,DISTURBING LONDON,OPP THOT,43,2
POST MALONE/OSBOURNE/SCOTT,49,UK,EPIC/REPUBLIC RECORDS,TAKE WHAT YOU WANT,43,4
SUMMER WALKER/USHER,50,UK,INTERSCOPE,COME THRU,43,3
DAVE FT BURNA BOY,67,UK,DAVE NEIGHBOURHOOD,LOCATION,44,34
REX ORANGE COUNTY,68,UK,RCA,10-Oct,44,2
LIL NAS X,69,UK,LIL NAS X,PANINI,44,19
TOM WALKER,70,UK,RELENTLESS,BETTER HALF OF ME,44,1
MIST FT FREDO,71,UK,SINCE 93/WARNER RECORDS,SO HIGH,44,17
MARK RONSON FT YEBBA,72,UK,COLUMBIA,DON'T LEAVE ME LONELY,44,3
MARIAH CAREY,77,UK,COLUMBIA,ALL I WANT FOR CHRISTMAS IS YOU,46,93
YNW MELLY FT 9LOKKNINE,78,UK,300 ENTERTAINMENT,223'S,46,7
D-BLOCK EUROPE,79,UK,D-BLOCK EUROPE,OUTSIDE,46,6
DOJA CAT & TYGA,80,UK,KEMOSABE/RCA,JUICY,46,1
PARTYNEXTDOOR FT DRAKE,31,UK,PARLOPHONE,LOYAL,48,1
CAMILA CABELLO,32,UK,EPIC/SYCO MUSIC,LIAR,48,12
DARKOO & ONE ACEN,33,UK,DARKOO,GANGSTA,48,3
MARIAH CAREY,34,UK,COLUMBIA,ALL I WANT FOR CHRISTMAS IS YOU,48,95
ZIEZIE FT AITCH,35,UK,RCA/SINCE 93,FRENCH KISSES,48,1
IDINA MENZEL & AURORA,36,UK,WALT DISNEY,INTO THE UNKNOWN,48,1
POST MALONE,37,UK,REPUBLIC RECORDS,CIRCLES,48,13
TOM WALKER,38,UK,RELENTLESS,BETTER HALF OF ME,48,5
JUICE WRLD/YOUNGBOY NEVER,47,UK,INTERSCOPE,BANDIT,41,1
MAROON 5,48,UK,INTERSCOPE,MEMORIES,41,3
NSG,49,UK,NSG,TRUST ISSUES,41,1
FRENCH MONTANA/MALONE/CARDI B,50,UK,BAD BOY/EPIC,WRITING ON THE WALL,41,2
NIALL HORAN,51,UK,CAPITOL,NICE TO MEET YA,41,1
POST MALONE,52,UK,REPUBLIC RECORDS,SAINT-TROPEZ,41,1
BILLIE EILISH,53,UK,INTERSCOPE,BAD GUY,41,28
TAYLOR SWIFT,54,UK,EMI,LOVER,41,8
D-BLOCK EUROPE,51,UK,D-BLOCK EUROPE,OUTSIDE,43,3
LIL NAS X,52,UK,LIL NAS X,OLD TOWN ROAD,43,31
GEORGE EZRA,73,UK,COLUMBIA,SHOTGUN,44,84
LIZZO,74,UK,ATLANTIC,TRUTH HURTS,44,27
STORMZY,75,UK,MERKY,VOSSI BOP,44,27
POST MALONE FT SWAE LEE,76,UK,REPUBLIC RECORDS,SUNFLOWER,44,49
D-BLOCK EUROPE FT LIL BABY,77,UK,D-BLOCK EUROPE,NOOKIE,44,5
MIST FT FREDO,81,UK,SINCE 93/WARNER RECORDS,SO HIGH,46,19
JAMES ARTHUR,82,UK,COLUMBIA,QUITE MISS HOME,46,2
LIL MOSEY FT GUNNA,83,UK,POLYDOR,STUCK IN A DREAM,46,1
TONES & I,1,UK,PARLOPHONE,DANCE MONKEY,45,14
BASTILLE,39,UK,VIRGIN,CAN'T FIGHT THIS FEELING,48,2
DAVE,40,UK,DAVE NEIGHBOURHOOD,PAPER CUTS,48,3
POUNDZ,41,UK,DISTURBING LONDON,OPP THOT,48,7
SIGALA FT ELLA HENDERSON,42,UK,MINISTRY OF SOUND,WE GOT LOVE,48,4
WHAM,43,UK,RCA,LAST CHRISTMAS,48,60
MIST FT FREDO,55,UK,SINCE 93/WARNER RECORDS,SO HIGH,41,14
AJ TRACEY,56,UK,AJ TRACEY,CAT PACK,41,1
DAVE FT BURNA BOY,57,UK,DAVE NEIGHBOURHOOD,LOCATION,41,31
BLACKBEAR,58,UK,INTERSCOPE,HOT GIRL BUMMER,41,3
STORMZY,59,UK,ATLANTIC/MERKY,SOUNDS OF THE SKENG,41,5
D-BLOCK EUROPE,53,UK,D BLOCK EUROPE,HOME P*SSY,43,15
FRENCH MONTANA/MALONE/CARDI B,54,UK,BAD BOY/EPIC,WRITING ON THE WALL,43,4
RAYE,55,UK,POLYDOR,LOVE ME AGAIN,43,8
LEWIS CAPALDI,56,UK,EMI,HOLD ME WHILE YOU WAIT,43,25
STORMZY,57,UK,ATLANTIC/MERKY,WILEY FLOW,43,6
MARK RONSON FT YEBBA,58,UK,COLUMBIA,DON'T LEAVE ME LONELY,43,2
D-BLOCK EUROPE FT DAVE,78,UK,D-BLOCK EUROPE,PLAYING FOR KEEPS,44,5
NORMANI,79,UK,KEEP COOL,MOTIVATION,44,11
LIL TJAY,80,UK,COLUMBIA,F.N,44,10
LADY GAGA & BRADLEY COOPER,81,UK,INTERSCOPE,SHALLOW,44,57
YNW MELLY FT 9LOKKNINE,82,UK,300 ENTERTAINMENT,223'S,44,5
MEDUZA FT GOODBOYS,83,UK,POLYDOR,PIECE OF YOUR HEART,44,33
TION WAYNE & JAY1,84,UK,EMI,2 ON 2,44,5
ARIANA GRANDE/NORMANI/MINAJ,84,UK,REPUBLIC RECORDS,BAD TO YOU,46,2
CAST OF RUPAUL'S DRAG RACE UK,85,UK,WORLD OF WONDER,BREAK UP BYE BYE,46,2
KATY PERRY,86,UK,VIRGIN,HARLEYS IN HAWAII,46,4
POST MALONE FT SWAE LEE,87,UK,REPUBLIC RECORDS,SUNFLOWER,46,51
DUA LIPA,2,UK,WARNER RECORDS,DON'T START NOW,45,1
REGARD,3,UK,MINISTRY OF SOUND,RIDE IT,45,12
ED SHEERAN/CABELLO/CARDI B,4,UK,ASYLUM,SOUTH OF THE BORDER,45,6
POST MALONE,5,UK,REPUBLIC RECORDS,CIRCLES,45,10
SELENA GOMEZ,6,UK,INTERSCOPE,LOSE YOU TO LOVE ME,45,3
ED SHEERAN FT STORMZY,44,UK,ASYLUM,TAKE ME BACK TO LONDON,48,18
DAN & SHAY FT JUSTIN BIEBER,45,UK,DEF JAM/WARNER RECORDS,10000 HOURS,48,8
TREVOR DANIEL,46,UK,ALAMO,FALLING,48,1
KANYE WEST,47,UK,DEF JAM,FOLLOW GOD,48,5
SCRIPT,48,UK,COLUMBIA,THE LAST TIME,48,10
TAYLOR SWIFT,49,UK,EMI,LOVER,48,11
RAYE,60,UK,POLYDOR,LOVE ME AGAIN,41,6
MILEY CYRUS,61,UK,RCA,SLIDE AWAY,41,8
SAM FENDER,62,UK,POLYDOR,WILL WE TALK,41,8
SCRIPT,63,UK,COLUMBIA,THE LAST TIME,41,3
JAX JONES FT ELLA HENDERSON,64,UK,POLYDOR,THIS IS REAL,41,3
JAY1,65,UK,PARLOPHONE,4AM IN COVENTRY,41,3
STORMZY,66,UK,MERKY,VOSSI BOP,41,24
LADY GAGA & BRADLEY COOPER,67,UK,INTERSCOPE,SHALLOW,41,54
CHRIS BROWN FT DRAKE,68,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,41,18
KREPT & KONAN/WIZKID,59,UK,VIRGIN,G LOVE,43,1
BILLIE EILISH,60,UK,INTERSCOPE,BAD GUY,43,30
D-BLOCK EUROPE FT DAVE,61,UK,D-BLOCK EUROPE,PLAYING FOR KEEPS,43,4
DAVE FT BURNA BOY,62,UK,DAVE NEIGHBOURHOOD,LOCATION,43,33
LIL NAS X,63,UK,LIL NAS X,PANINI,43,18
MIST FT FREDO,64,UK,SINCE 93/WARNER RECORDS,SO HIGH,43,16
SIGALA & BECKY HILL,85,UK,MINISTRY OF SOUND,WISH YOU WELL,44,23
REX ORANGE COUNTY,86,UK,COLUMBIA,FACE TO FACE,44,1
CHRIS BROWN FT DRAKE,87,UK,CHRIS BROWN ENTERTAINMENT/RCA,NO GUIDANCE,44,21
LIZZY/TORY LANEZ/FREDO/POPCAAN,88,UK,ISLAND,2 CUPS,44,5
BTS,89,UK,BIGHIT ENTERTAINMENT,MAKE IT RIGHT,44,3
STORMZY,88,UK,MERKY,VOSSI BOP,46,29
LAUV & ANNE-MARIE,89,UK,LAUV,F**K I'M LONELY,46,15
BTS,90,UK,BIGHIT ENTERTAINMENT,MAKE IT RIGHT,46,5
GERRY CINNAMON,91,UK,LR,BELTER,46,3
LIZZO,7,UK,ATLANTIC,GOOD AS HELL,45,15
MAROON 5,8,UK,INTERSCOPE,MEMORIES,45,7
LEWIS CAPALDI,9,UK,EMI,BRUISES,45,23
DERMOT KENNEDY,10,UK,ISLAND,OUTNUMBERED,45,21
AITCH FT ZIEZIE,11,UK,SINCE 93,BUSS DOWN,45,9
TORY LANEZ & T-PAIN,50,UK,VIRGIN,JERRY SPRUNGER,48,3
AITCH FT ZIEZIE,51,UK,SINCE 93,BUSS DOWN,48,12
AJ TRACEY FT MOSTACK & NOT3S,52,UK,AJ TRACEY,FLOSS,48,5
SHAWN MENDES/CAMILA CABELLO,53,UK,EMI/SYCO MUSIC,SENORITA,48,23
YNW MELLY FT 9LOKKNINE,69,UK,300 ENTERTAINMENT,223'S,41,2
SUMMER WALKER/A BOOGIE WIT DA,70,UK,INTERSCOPE,STRETCH YOU OUT,41,1
DRAKE,71,UK,WARNER RECORDS,BEHIND BARZ,41,4
MABEL,72,UK,POLYDOR,MAD LOVE,41,18
SOLARDO & ELI BROWN,73,UK,MINISTRY OF SOUND,XTC,41,10
YVES V FT AFROJACK & ICONA POP,74,UK,SPINNIN',WE GOT THAT COOL,41,5
SIGALA & BECKY HILL,75,UK,MINISTRY OF SOUND,WISH YOU WELL,41,20
SELENA GOMEZ,65,UK,INTERSCOPE,LOSE YOU TO LOVE ME,43,1
POST MALONE,66,UK,REPUBLIC RECORDS,SAINT-TROPEZ,43,3
FRANK OCEAN,67,UK,BLONDED,DHL,43,1
BTS,68,UK,BIGHIT ENTERTAINMENT,MAKE IT RIGHT,43,2
LIL TJAY,69,UK,COLUMBIA,F.N,43,9
SHAED,70,UK,CAROLINE,TRAMPOLINE,43,3
PINKFONG,90,UK,RELENTLESS,BABY SHARK,44,51
INTERNET MONEY/TECCA/BOOGIE,91,UK,TENTHOUSAND PROJECTS,SOMEBODY,44,2
LIL TECCA,92,UK,LIL TECCA,LOVE ME,44,9
DIPLO & JONAS BROTHERS,93,UK,COLUMBIA,LONELY,44,4
ZEDD & KEHLANI,94,UK,INTERSCOPE,GOOD THING,44,3
MAJOR LAZER & KHALID,95,UK,RIGHT HAND MUSIC,TRIGGER,44,1
WESTLIFE,96,UK,EMI,MY BLOOD,44,1
AVA MAX,97,UK,ATLANTIC,SWEET BUT PSYCHO,44,53
LADY GAGA & BRADLEY COOPER,92,UK,INTERSCOPE,SHALLOW,46,59
MEDUZA FT GOODBOYS,93,UK,POLYDOR,PIECE OF YOUR HEART,46,35
LIZZY/TORY LANEZ/FREDO/POPCAAN,94,UK,ISLAND,2 CUPS,46,6
GEORGE EZRA,95,UK,COLUMBIA,SHOTGUN,46,86
RITON & OLIVER HELDENS FT VULA,12,UK,MINISTRY OF SOUND,TURN ME ON,45,8
TRAVIS SCOTT,13,UK,CACTUS JACK/EPIC/GRAND HUSTLE,HIGHEST IN THE ROOM,45,5
MEDUZA/BECKY HILL/GOODBOYS,14,UK,POLYDOR,LOSE CONTROL,45,4
KANYE WEST,15,UK,DEF JAM,FOLLOW GOD,45,2
DERMOT KENNEDY,54,UK,ISLAND,OUTNUMBERED,48,24
KHALID,55,UK,RIGHT HAND MUSIC,UP ALL NIGHT,48,2
ED SHEERAN FT KHALID,56,UK,ASYLUM/COLUMBIA,BEAUTIFUL PEOPLE,48,22
ELLIE GOULDING,57,UK,POLYDOR,RIVER,48,1
TION WAYNE & JAY1,76,UK,EMI,2 ON 2,41,2
SAM FENDER,77,UK,POLYDOR,HYPERSONIC MISSILES,41,11
LIZZY/TORY LANEZ/FREDO/POPCAAN,78,UK,ISLAND,2 CUPS,41,2
LIL TECCA,79,UK,LIL TECCA,LOVE ME,41,6
